	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0014011		XP_008080151_GLLO														
OG0014012		XP_008080152_GLLO														
OG0014013		XP_008080153_GLLO														
OG0014014		XP_008080166_GLLO														
OG0014015		XP_008080167_GLLO														
OG0014016		XP_008080169_GLLO														
OG0014017		XP_008080170_GLLO														
OG0014018		XP_008080189_GLLO														
OG0014019		XP_008080192_GLLO														
OG0014020		XP_008080201_GLLO														
OG0014021		XP_008080205_GLLO														
OG0014022		XP_008080212_GLLO														
OG0014023		XP_008080213_GLLO														
OG0014024		XP_008080239_GLLO														
OG0014025		XP_008080250_GLLO														
OG0014026		XP_008080257_GLLO														
OG0014027		XP_008080265_GLLO														
OG0014028		XP_008080266_GLLO														
OG0014029		XP_008080267_GLLO														
OG0014030		XP_008080270_GLLO														
OG0014031		XP_008080276_GLLO														
OG0014032		XP_008080284_GLLO														
OG0014033		XP_008080285_GLLO														
OG0014034		XP_008080287_GLLO														
OG0014035		XP_008080288_GLLO														
OG0014036		XP_008080289_GLLO														
OG0014037		XP_008080291_GLLO														
OG0014038		XP_008080311_GLLO														
OG0014039		XP_008080315_GLLO														
OG0014040		XP_008080325_GLLO														
OG0014041		XP_008080328_GLLO														
OG0014042		XP_008080333_GLLO														
OG0014043		XP_008080339_GLLO														
OG0014044		XP_008080341_GLLO														
OG0014045		XP_008080343_GLLO														
OG0014046		XP_008080352_GLLO														
OG0014047		XP_008080353_GLLO														
OG0014048		XP_008080358_GLLO														
OG0014049		XP_008080361_GLLO														
OG0014050		XP_008080362_GLLO														
OG0014051		XP_008080399_GLLO														
OG0014052		XP_008080401_GLLO														
OG0014053		XP_008080416_GLLO														
OG0014054		XP_008080422_GLLO														
OG0014055		XP_008080426_GLLO														
OG0014056		XP_008080432_GLLO														
OG0014057		XP_008080440_GLLO														
OG0014058		XP_008080442_GLLO														
OG0014059		XP_008080448_GLLO														
OG0014060		XP_008080452_GLLO														
OG0014061		XP_008080455_GLLO														
OG0014062		XP_008080462_GLLO														
OG0014063		XP_008080472_GLLO														
OG0014064		XP_008080489_GLLO														
OG0014065		XP_008080494_GLLO														
OG0014066		XP_008080499_GLLO														
OG0014067		XP_008080528_GLLO														
OG0014068		XP_008080546_GLLO														
OG0014069		XP_008080566_GLLO														
OG0014070		XP_008080567_GLLO														
OG0014071		XP_008080582_GLLO														
OG0014072		XP_008080602_GLLO														
OG0014073		XP_008080614_GLLO														
OG0014074		XP_008080621_GLLO														
OG0014075		XP_008080634_GLLO														
OG0014076		XP_008080635_GLLO														
OG0014077		XP_008080636_GLLO														
OG0014078		XP_008080655_GLLO														
OG0014079		XP_008080666_GLLO														
OG0014080		XP_008080667_GLLO														
OG0014081		XP_008080668_GLLO														
OG0014082		XP_008080701_GLLO														
OG0014083		XP_008080703_GLLO														
OG0014084		XP_008080726_GLLO														
OG0014085		XP_008080728_GLLO														
OG0014086		XP_008080734_GLLO														
OG0014087		XP_008080738_GLLO														
OG0014088		XP_008080739_GLLO														
OG0014089		XP_008080748_GLLO														
OG0014090		XP_008080751_GLLO														
OG0014091		XP_008080753_GLLO														
OG0014092		XP_008080757_GLLO														
OG0014093		XP_008080771_GLLO														
OG0014094		XP_008080775_GLLO														
OG0014095		XP_008080778_GLLO														
OG0014096		XP_008080781_GLLO														
OG0014097		XP_008080783_GLLO														
OG0014098		XP_008080784_GLLO														
OG0014099		XP_008080803_GLLO														
OG0014100		XP_008080809_GLLO														
OG0014101		XP_008080816_GLLO														
OG0014102		XP_008080817_GLLO														
OG0014103		XP_008080825_GLLO														
OG0014104		XP_008080832_GLLO														
OG0014105		XP_008080848_GLLO														
OG0014106		XP_008080850_GLLO														
OG0014107		XP_008080864_GLLO														
OG0014108		XP_008080884_GLLO														
OG0014109		XP_008080899_GLLO														
OG0014110		XP_008080925_GLLO														
OG0014111		XP_008080926_GLLO														
OG0014112		XP_008080941_GLLO														
OG0014113		XP_008080950_GLLO														
OG0014114		XP_008080951_GLLO														
OG0014115		XP_008080976_GLLO														
OG0014116		XP_008080994_GLLO														
OG0014117		XP_008080998_GLLO														
OG0014118		XP_008080999_GLLO														
OG0014119		XP_008081004_GLLO														
OG0014120		XP_008081005_GLLO														
OG0014121		XP_008081011_GLLO														
OG0014122		XP_008081018_GLLO														
OG0014123		XP_008081026_GLLO														
OG0014124		XP_008081031_GLLO														
OG0014125		XP_008081035_GLLO														
OG0014126		XP_008081040_GLLO														
OG0014127		XP_008081041_GLLO														
OG0014128		XP_008081066_GLLO														
OG0014129		XP_008081072_GLLO														
OG0014130		XP_008081083_GLLO														
OG0014131		XP_008081084_GLLO														
OG0014132		XP_008081090_GLLO														
OG0014133		XP_008081091_GLLO														
OG0014134		XP_008081095_GLLO														
OG0014135		XP_008081096_GLLO														
OG0014136		XP_008081097_GLLO														
OG0014137		XP_008081104_GLLO														
OG0014138		XP_008081119_GLLO														
OG0014139		XP_008081129_GLLO														
OG0014140		XP_008081135_GLLO														
OG0014141		XP_008081143_GLLO														
OG0014142		XP_008081157_GLLO														
OG0014143		XP_008081160_GLLO														
OG0014144		XP_008081162_GLLO														
OG0014145		XP_008081166_GLLO														
OG0014146		XP_008081194_GLLO														
OG0014147		XP_008081205_GLLO														
OG0014148		XP_008081207_GLLO														
OG0014149		XP_008081210_GLLO														
OG0014150		XP_008081227_GLLO														
OG0014151		XP_008081228_GLLO														
OG0014152		XP_008081229_GLLO														
OG0014153		XP_008081231_GLLO														
OG0014154		XP_008081235_GLLO														
OG0014155		XP_008081236_GLLO														
OG0014156		XP_008081241_GLLO														
OG0014157		XP_008081242_GLLO														
OG0014158		XP_008081247_GLLO														
OG0014159		XP_008081257_GLLO														
OG0014160		XP_008081265_GLLO														
OG0014161		XP_008081318_GLLO														
OG0014162		XP_008081328_GLLO														
OG0014163		XP_008081333_GLLO														
OG0014164		XP_008081346_GLLO														
OG0014165		XP_008081354_GLLO														
OG0014166		XP_008081365_GLLO														
OG0014167		XP_008081367_GLLO														
OG0014168		XP_008081368_GLLO														
OG0014169		XP_008081369_GLLO														
OG0014170		XP_008081370_GLLO														
OG0014171		XP_008081372_GLLO														
OG0014172		XP_008081395_GLLO														
OG0014173		XP_008081397_GLLO														
OG0014174		XP_008081401_GLLO														
OG0014175		XP_008081407_GLLO														
OG0014176		XP_008081425_GLLO														
OG0014177		XP_008081427_GLLO														
OG0014178		XP_008081428_GLLO														
OG0014179		XP_008081429_GLLO														
OG0014180		XP_008081433_GLLO														
OG0014181		XP_008081436_GLLO														
OG0014182		XP_008081447_GLLO														
OG0014183		XP_008081449_GLLO														
OG0014184		XP_008081457_GLLO														
OG0014185		XP_008081461_GLLO														
OG0014186		XP_008081467_GLLO														
OG0014187		XP_008081470_GLLO														
OG0014188		XP_008081481_GLLO														
OG0014189		XP_008081484_GLLO														
OG0014190		XP_008081488_GLLO														
OG0014191		XP_008081494_GLLO														
OG0014192		XP_008081509_GLLO														
OG0014193		XP_008081510_GLLO														
OG0014194		XP_008081511_GLLO														
OG0014195		XP_008081514_GLLO														
OG0014196		XP_008081515_GLLO														
OG0014197		XP_008081524_GLLO														
OG0014198		XP_008081528_GLLO														
OG0014199		XP_008081529_GLLO														
OG0014200		XP_008081531_GLLO														
OG0014201		XP_008081537_GLLO														
OG0014202		XP_008081541_GLLO														
OG0014203		XP_008081542_GLLO														
OG0014204		XP_008081547_GLLO														
OG0014205		XP_008081548_GLLO														
OG0014206		XP_008081559_GLLO														
OG0014207		XP_008081592_GLLO														
OG0014208		XP_008081595_GLLO														
OG0014209		XP_008081600_GLLO														
OG0014210		XP_008081601_GLLO														
OG0014211		XP_008081613_GLLO														
OG0014212		XP_008081621_GLLO														
OG0014213		XP_008081623_GLLO														
OG0014214		XP_008081644_GLLO														
OG0014215		XP_008081653_GLLO														
OG0014216		XP_008081654_GLLO														
OG0014217		XP_008081656_GLLO														
OG0014218		XP_008081659_GLLO														
OG0014219		XP_008081665_GLLO														
OG0014220		XP_008081666_GLLO														
OG0014221		XP_008081667_GLLO														
OG0014222		XP_008081668_GLLO														
OG0014223		XP_008081671_GLLO														
OG0014224		XP_008081673_GLLO														
OG0014225		XP_008081675_GLLO														
OG0014226		XP_008081678_GLLO														
OG0014227		XP_008081700_GLLO														
OG0014228		XP_008081706_GLLO														
OG0014229		XP_008081713_GLLO														
OG0014230		XP_008081714_GLLO														
OG0014231		XP_008081717_GLLO														
OG0014232		XP_008081719_GLLO														
OG0014233		XP_008081720_GLLO														
OG0014234		XP_008081724_GLLO														
OG0014235		XP_008081732_GLLO														
OG0014236		XP_008081733_GLLO														
OG0014237		XP_008081751_GLLO														
OG0014238		XP_008081787_GLLO														
OG0014239		XP_008081799_GLLO														
OG0014240		XP_008081816_GLLO														
OG0014241		XP_008081832_GLLO														
OG0014242		XP_008081838_GLLO														
OG0014243		XP_008081839_GLLO														
OG0014244		XP_008081840_GLLO														
OG0014245		XP_008081841_GLLO														
OG0014246		XP_008081843_GLLO														
OG0014247		XP_008081847_GLLO														
OG0014248		XP_008081848_GLLO														
OG0014249		XP_008081872_GLLO														
OG0014250		XP_008081877_GLLO														
OG0014251		XP_008081886_GLLO														
OG0014252		XP_008081893_GLLO														
OG0014253		XP_008081896_GLLO														
OG0014254		XP_008081900_GLLO														
OG0014255		XP_008081901_GLLO														
OG0014256		XP_008081905_GLLO														
OG0014257		XP_008081906_GLLO														
OG0014258		XP_008081908_GLLO														
OG0014259		XP_008081910_GLLO														
OG0014260		XP_008081911_GLLO														
OG0014261		XP_008081914_GLLO														
OG0014262		XP_008081915_GLLO														
OG0014263		XP_008081916_GLLO														
OG0014264		XP_008081917_GLLO														
OG0014265		XP_008081937_GLLO														
OG0014266		XP_008081943_GLLO														
OG0014267		XP_008081947_GLLO														
OG0014268		XP_008081961_GLLO														
OG0014269		XP_008081962_GLLO														
OG0014270		XP_008081963_GLLO														
OG0014271		XP_008081965_GLLO														
OG0014272		XP_008081974_GLLO														
OG0014273		XP_008081975_GLLO														
OG0014274		XP_008081981_GLLO														
OG0014275		XP_008081982_GLLO														
OG0014276		XP_008081983_GLLO														
OG0014277		XP_008082005_GLLO														
OG0014278		XP_008082010_GLLO														
OG0014279		XP_008082047_GLLO														
OG0014280		XP_008082050_GLLO														
OG0014281		XP_008082098_GLLO														
OG0014282		XP_008082101_GLLO														
OG0014283		XP_008082111_GLLO														
OG0014284		XP_008082113_GLLO														
OG0014285		XP_008082125_GLLO														
OG0014286		XP_008082126_GLLO														
OG0014287		XP_008082129_GLLO														
OG0014288		XP_008082130_GLLO														
OG0014289		XP_008082142_GLLO														
OG0014290		XP_008082147_GLLO														
OG0014291		XP_008082165_GLLO														
OG0014292		XP_008082170_GLLO														
OG0014293		XP_008082177_GLLO														
OG0014294		XP_008082178_GLLO														
OG0014295		XP_008082181_GLLO														
OG0014296		XP_008082185_GLLO														
OG0014297		XP_008082186_GLLO														
OG0014298		XP_008082187_GLLO														
OG0014299		XP_008082192_GLLO														
OG0014300		XP_008082206_GLLO														
OG0014301		XP_008082207_GLLO														
OG0014302		XP_008082210_GLLO														
OG0014303		XP_008082220_GLLO														
OG0014304		XP_008082239_GLLO														
OG0014305		XP_008082251_GLLO														
OG0014306		XP_008082260_GLLO														
OG0014307		XP_008082265_GLLO														
OG0014308		XP_008082275_GLLO														
OG0014309		XP_008082279_GLLO														
OG0014310		XP_008082316_GLLO														
OG0014311		XP_008082317_GLLO														
OG0014312		XP_008082318_GLLO														
OG0014313		XP_008082331_GLLO														
OG0014314		XP_008082332_GLLO														
OG0014315		XP_008082333_GLLO														
OG0014316		XP_008082338_GLLO														
OG0014317		XP_008082355_GLLO														
OG0014318		XP_008082369_GLLO														
OG0014319		XP_008082384_GLLO														
